time_s,theta_rad
0.0,0.010049439095430731
1.0,0.009728496465837032
2.0,0.009407553836243332
3.0,0.009086611206649635
4.0,0.008765668577055935
5.0,0.008444725947462236
6.0,0.008123783317868536
7.0,0.0078028406882748366
8.0,0.007481898058681138
9.0,0.007160955429087439
10.0,0.00684001279949374
11.0,0.00651907016990004
12.0,0.006198127540306341
13.0,0.005877184910712642
14.0,0.005556242281118943
15.0,0.005235299651525244
16.0,0.0049143570219315445
17.0,0.004593414392337845
18.0,0.004272471762744146
19.0,0.003951529133150447
20.0,0.0036305865035567483
21.0,0.0033096438739630488
22.0,0.0029887012443693493
23.0,0.0026677586147756506
24.0,0.002346815985181951
25.0,0.0020258733555882525
26.0,0.0018305274943889276
27.0,0.001635181633189603
28.0,0.0014398357719902785
29.0,0.001244489910790954
30.0,0.0010491440495916293
31.0,0.0008537981883923048
32.0,0.0006584523271929803
33.0,0.0004631064659936558
34.0,0.0002677606047943313
35.0,7.241474359500656e-05
36.0,-0.00012293111760431795
37.0,-0.00031827697880364245
38.0,-0.000513622840002967
39.0,-0.0007089687012022915
40.0,-0.000904314562401616
41.0,-0.0010996604236009405
42.0,-0.001295006284800265
43.0,-0.0014903521459995895
44.0,-0.001685698007198914
45.0,-0.001881043868398239
46.0,-0.002076389729597563
47.0,-0.002271735590796888
48.0,-0.002467081451996212
49.0,-0.002662427313195537
50.0,-0.002857773174394861
51.0,-0.002927508701922926
52.0,-0.0029972442294509912
53.0,-0.003066979756979056
54.0,-0.003136715284507121
55.0,-0.0032064508120351856
56.0,-0.0032761863395632507
57.0,-0.003345921867091316
58.0,-0.0034156573946193805
59.0,-0.0034853929221474456
60.0,-0.0035551284496755098
61.0,-0.0036248639772035753
62.0,-0.0036945995047316395
63.0,-0.003764335032259705
64.0,-0.0038340705597877693
65.0,-0.0039038060873158344
66.0,-0.003973541614843899
67.0,-0.004043277142371964
68.0,-0.004113012669900029
69.0,-0.004182748197428094
70.0,-0.004252483724956159
71.0,-0.004322219252484223
72.0,-0.004391954780012288
73.0,-0.004461690307540353
74.0,-0.004531425835068418
75.0,-0.004601161362596483
76.0,-0.004545288969757046
77.0,-0.004489416576917609
78.0,-0.004433544184078172
79.0,-0.004377671791238735
80.0,-0.004321799398399298
81.0,-0.004265927005559861
82.0,-0.004210054612720424
83.0,-0.004154182219880988
84.0,-0.00409830982704155
85.0,-0.004042437434202114
86.0,-0.003986565041362676
87.0,-0.00393069264852324
88.0,-0.003874820255683803
89.0,-0.003818947862844366
90.0,-0.003763075470004929
91.0,-0.003707203077165492
92.0,-0.0036513306843260554
93.0,-0.0035954582914866184
94.0,-0.0035395858986471814
95.0,-0.0034837135058077445
96.0,-0.0034278411129683075
