Phase,Total elapsed time,Phase elapsed time,"WLTC class 2, version 1.4, vehicle speed","WLTC class 2, version 1.4, acceleration","WLTC class 2, version 1.4, acceleration"
Phase,s,s,km/h,m/s²,km/h/s
Middle,718,129,60.9 ,0.07,0.25
Middle,719,130,61.2 ,0.11,0.40
Middle,720,131,61.7 ,0.13,0.45
Middle,721,132,62.1 ,0.07,0.25
Middle,722,133,62.2 ,0.01,0.05
Middle,723,134,62.2 ,-0.08,-0.30
Middle,724,135,61.6 ,-0.28,-1.00
Middle,725,136,60.2 ,-0.43,-1.55
Middle,726,137,58.5 ,-0.51,-1.85
Middle,727,138,56.5 ,-0.54,-1.95
Middle,728,139,54.6 ,-0.46,-1.65
Middle,729,140,53.2 ,-0.28,-1.00
Middle,730,141,52.6 ,-0.06,-0.20
Middle,731,142,52.8 ,0.13,0.45
Middle,732,143,53.5 ,0.22,0.80
Middle,733,144,54.4 ,0.22,0.80
Middle,734,145,55.1 ,0.17,0.60
Middle,735,146,55.6 ,0.06,0.20
Middle,736,147,55.5 ,-0.10,-0.35
Middle,737,148,54.9 ,-0.19,-0.70
Middle,738,149,54.1 ,-0.24,-0.85
Middle,739,150,53.2 ,-0.28,-1.00
Middle,740,151,52.1 ,-0.33,-1.20
Middle,741,152,50.8 ,-0.38,-1.35
Middle,742,153,49.4 ,-0.43,-1.55
Middle,743,154,47.7 ,-0.53,-1.90
Middle,744,155,45.6 ,-0.58,-2.10
Middle,745,156,43.5 ,-0.58,-2.10
Middle,746,157,41.4 ,-0.64,-2.30
Middle,747,158,38.9 ,-0.75,-2.70
Middle,748,159,36.0 ,-0.86,-3.10
Middle,749,160,32.7 ,-0.92,-3.30
Middle,750,161,29.4 ,-0.90,-3.25
Middle,751,162,26.2 ,-0.82,-2.95
Middle,752,163,23.5 ,-0.63,-2.25
Middle,753,164,21.7 ,-0.39,-1.40
Middle,754,165,20.7 ,-0.21,-0.75
Middle,755,166,20.2 ,-0.11,-0.40
Middle,756,167,19.9 ,-0.10,-0.35
Middle,757,168,19.5 ,-0.19,-0.70
Middle,758,169,18.5 ,-0.32,-1.15
Middle,759,170,17.2 ,-0.38,-1.35
Middle,760,171,15.8 ,-0.33,-1.20
Middle,761,172,14.8 ,-0.19,-0.70
Middle,762,173,14.4 ,0.01,0.05
Middle,763,174,14.9 ,0.21,0.75
Middle,764,175,15.9 ,0.31,1.10
Middle,765,176,17.1 ,0.33,1.20
Middle,766,177,18.3 ,0.32,1.15
Middle,767,178,19.4 ,0.29,1.05
Middle,768,179,20.4 ,0.25,0.90
Middle,769,180,21.2 ,0.18,0.65
Middle,770,181,21.7 ,0.07,0.25
Middle,771,182,21.7 ,-0.06,-0.20
Middle,772,183,21.3 ,-0.19,-0.70
Middle,773,184,20.3 ,-0.31,-1.10
Middle,774,185,19.1 ,-0.33,-1.20
Middle,775,186,17.9 ,-0.31,-1.10
Middle,776,187,16.9 ,-0.25,-0.90
Middle,777,188,16.1 ,-0.18,-0.65
Middle,778,189,15.6 ,-0.11,-0.40
Middle,779,190,15.3 ,-0.06,-0.20
Middle,780,191,15.2 ,-0.03,-0.10
Middle,781,192,15.1 ,-0.03,-0.10
Middle,782,193,15.0 ,-0.01,-0.05
Middle,783,194,15.0 ,0.00,0.00
Middle,784,195,15.0 ,0.00,0.00
Middle,785,196,15.0 ,0.00,0.00
Middle,786,197,15.0 ,-0.03,-0.10
Middle,787,198,14.8 ,-0.07,-0.25
Middle,788,199,14.5 ,-0.10,-0.35
Middle,789,200,14.1 ,-0.14,-0.50
Middle,790,201,13.5 ,-0.15,-0.55
Middle,791,202,13.0 ,-0.11,-0.40
Middle,792,203,12.7 ,-0.07,-0.25
Middle,793,204,12.5 ,-0.03,-0.10
Middle,794,205,12.5 ,0.01,0.05
Middle,795,206,12.6 ,0.07,0.25
Middle,796,207,13.0 ,0.14,0.50
Middle,797,208,13.6 ,0.22,0.80
Middle,798,209,14.6 ,0.29,1.05
Middle,799,210,15.7 ,0.35,1.25
Middle,800,211,17.1 ,0.42,1.50
Middle,801,212,18.7 ,0.43,1.55
Middle,802,213,20.2 ,0.44,1.60
Middle,803,214,21.9 ,0.47,1.70
Middle,804,215,23.6 ,0.49,1.75
Middle,805,216,25.4 ,0.49,1.75
Middle,806,217,27.1 ,0.49,1.75
Middle,807,218,28.9 ,0.46,1.65
Middle,808,219,30.4 ,0.43,1.55
Middle,809,220,32.0 ,0.42,1.50
Middle,810,221,33.4 ,0.42,1.50
Middle,811,222,35.0 ,0.42,1.50
Middle,812,223,36.4 ,0.43,1.55
Middle,813,224,38.1 ,0.46,1.65
Middle,814,225,39.7 ,0.49,1.75
Middle,815,226,41.6 ,0.50,1.80
Middle,816,227,43.3 ,0.49,1.75
Middle,817,228,45.1 ,0.50,1.80
Middle,818,229,46.9 ,0.50,1.80
Middle,819,230,48.7 ,0.50,1.80
Middle,820,231,50.5 ,0.51,1.85
Middle,821,232,52.4 ,0.50,1.80
Middle,822,233,54.1 ,0.46,1.65
Middle,823,234,55.7 ,0.40,1.45
Middle,824,235,57.0 ,0.35,1.25
Middle,825,236,58.2 ,0.32,1.15
Middle,826,237,59.3 ,0.26,0.95
Middle,827,238,60.1 ,0.22,0.80
Middle,828,239,60.9 ,0.21,0.75
Middle,829,240,61.6 ,0.18,0.65
Middle,830,241,62.2 ,0.15,0.55
Middle,831,242,62.7 ,0.14,0.50
Middle,832,243,63.2 ,0.10,0.35
Middle,833,244,63.4 ,0.04,0.15
Middle,834,245,63.5 ,0.01,0.05
Middle,835,246,63.5 ,0.03,0.10
Middle,836,247,63.7 ,0.07,0.25
Middle,837,248,64.0 ,0.12,0.45
Middle,838,249,64.6 ,0.18,0.65
Middle,839,250,65.3 ,0.22,0.80
Middle,840,251,66.2 ,0.22,0.80
Middle,841,252,66.9 ,0.22,0.80
Middle,842,253,67.8 ,0.24,0.85
Middle,843,254,68.6 ,0.22,0.80
Middle,844,255,69.4 ,0.21,0.75
Middle,845,256,70.1 ,0.21,0.75
Middle,846,257,70.9 ,0.22,0.80
Middle,847,258,71.7 ,0.22,0.80
Middle,848,259,72.5 ,0.21,0.75
Middle,849,260,73.2 ,0.18,0.65
Middle,850,261,73.8 ,0.17,0.60
Middle,851,262,74.4 ,0.13,0.45
Middle,852,263,74.7 ,0.04,0.15
Middle,853,264,74.7 ,-0.01,-0.05
Middle,854,265,74.6 ,-0.07,-0.25
Middle,855,266,74.2 ,-0.15,-0.55
Middle,856,267,73.5 ,-0.22,-0.80
Middle,857,268,72.6 ,-0.24,-0.85
Middle,858,269,71.8 ,-0.22,-0.80
Middle,859,270,71.0 ,-0.24,-0.85
Middle,860,271,70.1 ,-0.22,-0.80
Middle,861,272,69.4 ,-0.17,-0.60
Middle,862,273,68.9 ,-0.14,-0.50
Middle,863,274,68.4 ,-0.14,-0.50
Middle,864,275,67.9 ,-0.18,-0.65
Middle,865,276,67.1 ,-0.29,-1.05
Middle,866,277,65.8 ,-0.44,-1.60
Middle,867,278,63.9 ,-0.61,-2.20
Middle,868,279,61.4 ,-0.76,-2.75
Middle,869,280,58.4 ,-0.83,-3.00
Middle,870,281,55.4 ,-0.83,-3.00
Middle,871,282,52.4 ,-0.75,-2.70
Middle,872,283,50.0 ,-0.57,-2.05
Middle,873,284,48.3 ,-0.38,-1.35
Middle,874,285,47.3 ,-0.21,-0.75
Middle,875,286,46.8 ,-0.06,-0.20
Middle,876,287,46.9 ,0.04,0.15
Middle,877,288,47.1 ,0.08,0.30
Middle,878,289,47.5 ,0.10,0.35
Middle,879,290,47.8 ,0.11,0.40
Middle,880,291,48.3 ,0.14,0.50
Middle,881,292,48.8 ,0.17,0.60
Middle,882,293,49.5 ,0.19,0.70
Middle,883,294,50.2 ,0.18,0.65
Middle,884,295,50.8 ,0.17,0.60
Middle,885,296,51.4 ,0.14,0.50
Middle,886,297,51.8 ,0.07,0.25
Middle,887,298,51.9 ,-0.01,-0.05
Middle,888,299,51.7 ,-0.10,-0.35
Middle,889,300,51.2 ,-0.18,-0.65
Middle,890,301,50.4 ,-0.28,-1.00
Middle,891,302,49.2 ,-0.37,-1.35
Middle,892,303,47.7 ,-0.40,-1.45
Middle,893,304,46.3 ,-0.36,-1.30
Middle,894,305,45.1 ,-0.29,-1.05
Middle,895,306,44.2 ,-0.19,-0.70
Middle,896,307,43.7 ,-0.11,-0.40
Middle,897,308,43.4 ,-0.08,-0.30
Middle,898,309,43.1 ,-0.13,-0.45
Middle,899,310,42.5 ,-0.18,-0.65
Middle,900,311,41.8 ,-0.19,-0.70
Middle,901,312,41.1 ,-0.21,-0.75
Middle,902,313,40.3 ,-0.19,-0.70
Middle,903,314,39.7 ,-0.14,-0.50
Middle,904,315,39.3 ,-0.07,-0.25
Middle,905,316,39.2 ,0.00,0.00
Middle,906,317,39.3 ,0.06,0.20
Middle,907,318,39.6 ,0.10,0.35
Middle,908,319,40.0 ,0.15,0.55
Middle,909,320,40.7 ,0.19,0.70
Middle,910,321,41.4 ,0.21,0.75
Middle,911,322,42.2 ,0.24,0.85
Middle,912,323,43.1 ,0.26,0.95
Middle,913,324,44.1 ,0.24,0.85
Middle,914,325,44.8 ,0.19,0.70
Middle,915,326,45.5 ,0.14,0.50
Middle,916,327,45.8 ,0.10,0.35
Middle,917,328,46.2 ,0.08,0.30
Middle,918,329,46.4 ,0.04,0.15
Middle,919,330,46.5 ,0.01,0.05
Middle,920,331,46.5 ,0.01,0.05
Middle,921,332,46.6 ,0.00,0.00
Middle,922,333,46.5 ,-0.01,-0.05
Middle,923,334,46.5 ,-0.01,-0.05
Middle,924,335,46.4 ,-0.01,-0.05
Middle,925,336,46.4 ,0.00,0.00
Middle,926,337,46.4 ,0.01,0.05
Middle,927,338,46.5 ,0.00,0.00
Middle,928,339,46.4 ,0.01,0.05
Middle,929,340,46.6 ,0.03,0.10
Middle,930,341,46.6 ,0.03,0.10
Middle,931,342,46.8 ,0.01,0.05
Middle,932,343,46.7 ,0.01,0.05
Middle,933,344,46.9 ,0.03,0.10
Middle,934,345,46.9 ,0.00,0.00
Middle,935,346,46.9 ,-0.01,-0.05
Middle,936,347,46.8 ,0.01,0.05
Middle,937,348,47.0 ,0.01,0.05
Middle,938,349,46.9 ,-0.01,-0.05
Middle,939,350,46.9 ,0.00,0.00
Middle,940,351,46.9 ,-0.01,-0.05
Middle,941,352,46.8 ,-0.10,-0.35
Middle,942,353,46.2 ,-0.17,-0.60
Middle,943,354,45.6 ,-0.18,-0.65
Middle,944,355,44.9 ,-0.18,-0.65
Middle,945,356,44.3 ,-0.15,-0.55
Middle,946,357,43.8 ,-0.10,-0.35
Middle,947,358,43.6 ,-0.04,-0.15
Middle,948,359,43.5 ,0.00,0.00
Middle,949,360,43.6 ,0.01,0.05
Middle,950,361,43.6 ,-0.01,-0.05
Middle,951,362,43.5 ,-0.01,-0.05
Middle,952,363,43.5 ,0.00,0.00
Middle,953,364,43.5 ,-0.01,-0.05
Middle,954,365,43.4 ,-0.04,-0.15
Middle,955,366,43.2 ,-0.06,-0.20
Middle,956,367,43.0 ,-0.07,-0.25
Middle,957,368,42.7 ,-0.08,-0.30
Middle,958,369,42.4 ,-0.06,-0.20
Middle,959,370,42.3 ,-0.03,-0.10
Middle,960,371,42.2 ,-0.03,-0.10
Middle,961,372,42.1 ,-0.01,-0.05
Middle,962,373,42.1 ,-0.03,-0.10
Middle,963,374,41.9 ,-0.06,-0.20
Middle,964,375,41.7 ,-0.06,-0.20
Middle,965,376,41.5 ,-0.06,-0.20
Middle,966,377,41.3 ,-0.04,-0.15
Middle,967,378,41.2 ,-0.04,-0.15
Middle,968,379,41.0 ,-0.04,-0.15
Middle,969,380,40.9 ,-0.06,-0.20
Middle,970,381,40.6 ,-0.17,-0.60
Middle,971,382,39.7 ,-0.43,-1.55
Middle,972,383,37.5 ,-0.58,-2.10
Middle,973,384,35.5 ,-0.58,-2.10
Middle,974,385,33.3 ,-0.57,-2.05
Middle,975,386,31.4 ,-0.68,-2.45
Middle,976,387,28.4 ,-0.85,-3.05
Middle,977,388,25.3 ,-0.83,-3.00
Middle,978,389,22.4 ,-0.86,-3.10
Middle,979,390,19.1 ,-0.96,-3.45
Middle,980,391,15.5 ,-0.99,-3.55
Middle,981,392,12.0 ,-0.93,-3.35
Middle,982,393,8.8 ,-0.83,-3.00
Middle,983,394,6.0 ,-0.72,-2.60
Middle,984,395,3.6 ,-0.61,-2.20
Middle,985,396,1.6 ,-0.50,-1.80
Middle,986,397,0.0 ,-0.22,-0.80
Middle,987,398,0.0 ,0.00,0.00
Middle,988,399,0.0 ,0.00,0.00
Middle,989,400,0.0 ,0.00,0.00
Middle,990,401,0.0 ,0.00,0.00
Middle,991,402,0.0 ,0.00,0.00
Middle,992,403,0.0 ,0.00,0.00
Middle,993,404,0.0 ,0.00,0.00
Middle,994,405,0.0 ,0.00,0.00
Middle,995,406,0.0 ,0.00,0.00
Middle,996,407,0.0 ,0.00,0.00
Middle,997,408,0.0 ,0.00,0.00
Middle,998,409,0.0 ,0.00,0.00
Middle,999,410,0.0 ,0.00,0.00
Middle,1000,411,0.0 ,0.00,0.00
Middle,1001,412,0.0 ,0.00,0.00
Middle,1002,413,0.0 ,0.00,0.00
Middle,1003,414,0.0 ,0.00,0.00
Middle,1004,415,0.0 ,0.00,0.00
Middle,1005,416,0.0 ,0.00,0.00
Middle,1006,417,0.0 ,0.00,0.00
Middle,1007,418,0.0 ,0.00,0.00
Middle,1008,419,0.0 ,0.00,0.00
Middle,1009,420,0.0 ,0.00,0.00
Middle,1010,421,0.0 ,0.00,0.00
Middle,1011,422,0.0 ,0.00,0.00
Middle,1012,423,0.0 ,0.00,0.00
Middle,1013,424,0.0 ,0.00,0.00
Middle,1014,425,0.0 ,0.00,0.00
Middle,1015,426,0.0 ,0.00,0.00
Middle,1016,427,0.0 ,0.00,0.00
Middle,1017,428,0.0 ,0.00,0.00
Middle,1018,429,0.0 ,0.00,0.00
Middle,1019,430,0.0 ,0.00,0.00
Middle,1020,431,0.0 ,0.00,0.00
Middle,1021,432,0.0 ,0.00,0.00
Middle,1022,433,0.0 ,0.00,0.00
High,1023,1,0.0 ,0.00,0.00
High,1024,2,0.0 ,0.00,0.00
High,1025,3,0.0 ,0.00,0.00
High,1026,4,0.0 ,0.15,0.55
High,1027,5,1.1 ,0.42,1.50
High,1028,6,3.0 ,0.64,2.30
High,1029,7,5.7 ,0.75,2.70
High,1030,8,8.4 ,0.75,2.70
High,1031,9,11.1 ,0.78,2.80
High,1032,10,14.0 ,0.82,2.95
High,1033,11,17.0 ,0.85,3.05
High,1034,12,20.1 ,0.79,2.85
High,1035,13,22.7 ,0.49,1.75
High,1036,14,23.6 ,0.25,0.90
High,1037,15,24.5 ,0.17,0.60
High,1038,16,24.8 ,0.03,0.10
High,1039,17,24.7 ,-0.03,-0.10
High,1040,18,24.6 ,0.01,0.05
High,1041,19,24.8 ,0.06,0.20
High,1042,20,25.0 ,0.07,0.25
High,1043,21,25.3 ,0.08,0.30
High,1044,22,25.6 ,0.10,0.35
High,1045,23,26.0 ,0.07,0.25
High,1046,24,26.1 ,0.04,0.15
High,1047,25,26.3 ,0.07,0.25
High,1048,26,26.6 ,0.08,0.30
High,1049,27,26.9 ,0.10,0.35
High,1050,28,27.3 ,0.11,0.40
High,1051,29,27.7 ,0.11,0.40
High,1052,30,28.1 ,0.11,0.40
High,1053,31,28.5 ,0.17,0.60
High,1054,32,29.3 ,0.26,0.95
High,1055,33,30.4 ,0.35,1.25
High,1056,34,31.8 ,0.46,1.65
High,1057,35,33.7 ,0.56,2.00
High,1058,36,35.8 ,0.57,2.05
High,1059,37,37.8 ,0.51,1.85
High,1060,38,39.5 ,0.42,1.50
High,1061,39,40.8 ,0.32,1.15
High,1062,40,41.8 ,0.22,0.80
High,1063,41,42.4 ,0.17,0.60
High,1064,42,43.0 ,0.14,0.50
High,1065,43,43.4 ,0.14,0.50
High,1066,44,44.0 ,0.15,0.55
High,1067,45,44.5 ,0.14,0.50
High,1068,46,45.0 ,0.14,0.50
High,1069,47,45.5 ,0.15,0.55
High,1070,48,46.1 ,0.14,0.50
High,1071,49,46.5 ,0.11,0.40
High,1072,50,46.9 ,0.13,0.45
High,1073,51,47.4 ,0.15,0.55
High,1074,52,48.0 ,0.15,0.55
High,1075,53,48.5 ,0.15,0.55
High,1076,54,49.1 ,0.17,0.60
High,1077,55,49.7 ,0.15,0.55
High,1078,56,50.2 ,0.11,0.40
High,1079,57,50.5 ,0.08,0.30
High,1080,58,50.8 ,0.08,0.30
High,1081,59,51.1 ,0.07,0.25
High,1082,60,51.3 ,0.03,0.10
High,1083,61,51.3 ,0.00,0.00
High,1084,62,51.3 ,0.00,0.00
High,1085,63,51.3 ,-0.01,-0.05
High,1086,64,51.2 ,-0.03,-0.10
High,1087,65,51.1 ,0.00,0.00
High,1088,66,51.2 ,0.04,0.15
High,1089,67,51.4 ,0.06,0.20
High,1090,68,51.6 ,0.07,0.25
High,1091,69,51.9 ,0.07,0.25
High,1092,70,52.1 ,0.06,0.20
High,1093,71,52.3 ,0.04,0.15
High,1094,72,52.4 ,0.01,0.05
High,1095,73,52.4 ,-0.03,-0.10
High,1096,74,52.2 ,-0.07,-0.25
High,1097,75,51.9 ,-0.08,-0.30
High,1098,76,51.6 ,-0.08,-0.30
High,1099,77,51.3 ,-0.08,-0.30
High,1100,78,51.0 ,-0.06,-0.20
High,1101,79,50.9 ,0.00,0.00
High,1102,80,51.0 ,0.08,0.30
High,1103,81,51.5 ,0.18,0.65
High,1104,82,52.3 ,0.28,1.00
High,1105,83,53.5 ,0.38,1.35
High,1106,84,55.0 ,0.46,1.65
High,1107,85,56.8 ,0.53,1.90
High,1108,86,58.8 ,0.57,2.05
High,1109,87,60.9 ,0.58,2.10
High,1110,88,63.0 ,0.57,2.05
High,1111,89,65.0 ,0.54,1.95
High,1112,90,66.9 ,0.50,1.80
High,1113,91,68.6 ,0.44,1.60
High,1114,92,70.1 ,0.40,1.45
High,1115,93,71.5 ,0.38,1.35
High,1116,94,72.8 ,0.33,1.20
High,1117,95,73.9 ,0.29,1.05
High,1118,96,74.9 ,0.26,0.95
High,1119,97,75.8 ,0.24,0.85
High,1120,98,76.6 ,0.19,0.70
High,1121,99,77.2 ,0.15,0.55
High,1122,100,77.7 ,0.12,0.45
High,1123,101,78.1 ,0.08,0.30
High,1124,102,78.3 ,0.06,0.20
High,1125,103,78.5 ,0.03,0.10
High,1126,104,78.5 ,0.00,0.00
High,1127,105,78.5 ,0.01,0.05
High,1128,106,78.6 ,0.01,0.05
High,1129,107,78.6 ,0.03,0.10
High,1130,108,78.8 ,0.06,0.20
High,1131,109,79.0 ,0.08,0.30
High,1132,110,79.4 ,0.10,0.35
High,1133,111,79.7 ,0.11,0.40
High,1134,112,80.2 ,0.11,0.40
High,1135,113,80.5 ,0.10,0.35
High,1136,114,80.9 ,0.08,0.30
High,1137,115,81.1 ,0.04,0.15
High,1138,116,81.2 ,0.03,0.10
High,1139,117,81.3 ,0.00,0.00
High,1140,118,81.2 ,-0.04,-0.15
High,1141,119,81.0 ,-0.08,-0.30
High,1142,120,80.6 ,-0.14,-0.50
High,1143,121,80.0 ,-0.21,-0.75
High,1144,122,79.1 ,-0.28,-1.00
High,1145,123,78.0 ,-0.32,-1.15
High,1146,124,76.8 ,-0.35,-1.25
High,1147,125,75.5 ,-0.38,-1.35
High,1148,126,74.1 ,-0.36,-1.30
High,1149,127,72.9 ,-0.31,-1.10
High,1150,128,71.9 ,-0.24,-0.85
High,1151,129,71.2 ,-0.14,-0.50
High,1152,130,70.9 ,-0.03,-0.10
High,1153,131,71.0 ,0.08,0.30
High,1154,132,71.5 ,0.18,0.65
High,1155,133,72.3 ,0.24,0.85
High,1156,134,73.2 ,0.25,0.90
High,1157,135,74.1 ,0.24,0.85
High,1158,136,74.9 ,0.18,0.65
High,1159,137,75.4 ,0.08,0.30
High,1160,138,75.5 ,-0.03,-0.10
High,1161,139,75.2 ,-0.14,-0.50
High,1162,140,74.5 ,-0.26,-0.95
High,1163,141,73.3 ,-0.39,-1.40
High,1164,142,71.7 ,-0.47,-1.70
High,1165,143,69.9 ,-0.53,-1.90
High,1166,144,67.9 ,-0.58,-2.10
High,1167,145,65.7 ,-0.61,-2.20
High,1168,146,63.5 ,-0.63,-2.25
High,1169,147,61.2 ,-0.63,-2.25
High,1170,148,59.0 ,-0.61,-2.20
High,1171,149,56.8 ,-0.60,-2.15
High,1172,150,54.7 ,-0.57,-2.05
High,1173,151,52.7 ,-0.53,-1.90
High,1174,152,50.9 ,-0.46,-1.65
High,1175,153,49.4 ,-0.39,-1.40
High,1176,154,48.1 ,-0.32,-1.15
High,1177,155,47.1 ,-0.22,-0.80
High,1178,156,46.5 ,-0.11,-0.40
High,1179,157,46.3 ,0.00,0.00
High,1180,158,46.5 ,0.13,0.45
High,1181,159,47.2 ,0.25,0.90
High,1182,160,48.3 ,0.35,1.25
High,1183,161,49.7 ,0.42,1.50
High,1184,162,51.3 ,0.46,1.65
High,1185,163,53.0 ,0.50,1.80
High,1186,164,54.9 ,0.51,1.85
High,1187,165,56.7 ,0.51,1.85
High,1188,166,58.6 ,0.49,1.75
High,1189,167,60.2 ,0.42,1.50
High,1190,168,61.6 ,0.33,1.20
High,1191,169,62.6 ,0.21,0.75
High,1192,170,63.1 ,0.07,0.25
High,1193,171,63.1 ,-0.04,-0.15
High,1194,172,62.8 ,-0.13,-0.45
High,1195,173,62.2 ,-0.19,-0.70
High,1196,174,61.4 ,-0.21,-0.75
High,1197,175,60.7 ,-0.18,-0.65
High,1198,176,60.1 ,-0.13,-0.45
High,1199,177,59.8 ,-0.03,-0.10
High,1200,178,59.9 ,0.08,0.30
High,1201,179,60.4 ,0.21,0.75
High,1202,180,61.4 ,0.32,1.15
High,1203,181,62.7 ,0.40,1.45
High,1204,182,64.3 ,0.47,1.70
High,1205,183,66.1 ,0.50,1.80
High,1206,184,67.9 ,0.50,1.80
High,1207,185,69.7 ,0.49,1.75
High,1208,186,71.4 ,0.47,1.70
High,1209,187,73.1 ,0.46,1.65
High,1210,188,74.7 ,0.43,1.55
High,1211,189,76.2 ,0.39,1.40
High,1212,190,77.5 ,0.33,1.20
High,1213,191,78.6 ,0.31,1.10
High,1214,192,79.7 ,0.28,1.00
High,1215,193,80.6 ,0.25,0.90
High,1216,194,81.5 ,0.22,0.80
High,1217,195,82.2 ,0.21,0.75
High,1218,196,83.0 ,0.21,0.75
High,1219,197,83.7 ,0.19,0.70
High,1220,198,84.4 ,0.17,0.60
High,1221,199,84.9 ,0.10,0.35
High,1222,200,85.1 ,0.04,0.15
High,1223,201,85.2 ,-0.03,-0.10
High,1224,202,84.9 ,-0.11,-0.40
High,1225,203,84.4 ,-0.18,-0.65
High,1226,204,83.6 ,-0.24,-0.85
High,1227,205,82.7 ,-0.29,-1.05
High,1228,206,81.5 ,-0.36,-1.30
High,1229,207,80.1 ,-0.39,-1.40
High,1230,208,78.7 ,-0.37,-1.35
High,1231,209,77.4 ,-0.35,-1.25
High,1232,210,76.2 ,-0.28,-1.00
High,1233,211,75.4 ,-0.19,-0.70
High,1234,212,74.8 ,-0.15,-0.55
High,1235,213,74.3 ,-0.14,-0.50
High,1236,214,73.8 ,-0.15,-0.55
High,1237,215,73.2 ,-0.19,-0.70
High,1238,216,72.4 ,-0.22,-0.80
High,1239,217,71.6 ,-0.22,-0.80
High,1240,218,70.8 ,-0.21,-0.75
High,1241,219,70.1 ,-0.17,-0.60
High,1242,220,69.6 ,-0.11,-0.40
High,1243,221,69.3 ,-0.07,-0.25
High,1244,222,69.1 ,-0.04,-0.15
High,1245,223,69.0 ,-0.04,-0.15
High,1246,224,68.8 ,-0.06,-0.20
High,1247,225,68.6 ,-0.06,-0.20
High,1248,226,68.4 ,-0.07,-0.25
High,1249,227,68.1 ,-0.08,-0.30
High,1250,228,67.8 ,-0.08,-0.30
High,1251,229,67.5 ,-0.10,-0.35
High,1252,230,67.1 ,-0.11,-0.40
High,1253,231,66.7 ,-0.11,-0.40
High,1254,232,66.3 ,-0.13,-0.45
High,1255,233,65.8 ,-0.11,-0.40
High,1256,234,65.5 ,-0.10,-0.35
High,1257,235,65.1 ,-0.08,-0.30
High,1258,236,64.9 ,-0.07,-0.25
High,1259,237,64.6 ,-0.07,-0.25
High,1260,238,64.4 ,-0.07,-0.25
High,1261,239,64.1 ,-0.08,-0.30
High,1262,240,63.8 ,-0.08,-0.30
High,1263,241,63.5 ,-0.08,-0.30
High,1264,242,63.2 ,-0.10,-0.35
High,1265,243,62.8 ,-0.11,-0.40
High,1266,244,62.4 ,-0.11,-0.40
High,1267,245,62.0 ,-0.14,-0.50
High,1268,246,61.4 ,-0.17,-0.60
High,1269,247,60.8 ,-0.22,-0.80
High,1270,248,59.8 ,-0.31,-1.10
High,1271,249,58.6 ,-0.40,-1.45
High,1272,250,56.9 ,-0.53,-1.90
High,1273,251,54.8 ,-0.63,-2.25
High,1274,252,52.4 ,-0.68,-2.45
High,1275,253,49.9 ,-0.71,-2.55
High,1276,254,47.3 ,-0.71,-2.55
High,1277,255,44.8 ,-0.65,-2.35
High,1278,256,42.6 ,-0.57,-2.05
High,1279,257,40.7 ,-0.46,-1.65
High,1280,258,39.3 ,-0.32,-1.15
High,1281,259,38.4 ,-0.17,-0.60
High,1282,260,38.1 ,-0.04,-0.15
High,1283,261,38.1 ,0.06,0.20
High,1284,262,38.5 ,0.14,0.50
High,1285,263,39.1 ,0.19,0.70
High,1286,264,39.9 ,0.24,0.85
High,1287,265,40.8 ,0.25,0.90
High,1288,266,41.7 ,0.22,0.80
High,1289,267,42.4 ,0.19,0.70
High,1290,268,43.1 ,0.17,0.60
High,1291,269,43.6 ,0.15,0.55
High,1292,270,44.2 ,0.17,0.60
High,1293,271,44.8 ,0.18,0.65
High,1294,272,45.5 ,0.21,0.75
High,1295,273,46.3 ,0.24,0.85
High,1296,274,47.2 ,0.25,0.90
High,1297,275,48.1 ,0.26,0.95
High,1298,276,49.1 ,0.26,0.95
High,1299,277,50.0 ,0.26,0.95
High,1300,278,51.0 ,0.26,0.95
High,1301,279,51.9 ,0.24,0.85
High,1302,280,52.7 ,0.21,0.75
High,1303,281,53.4 ,0.19,0.70
High,1304,282,54.1 ,0.19,0.70
High,1305,283,54.8 ,0.19,0.70
High,1306,284,55.5 ,0.21,0.75
High,1307,285,56.3 ,0.24,0.85
High,1308,286,57.2 ,0.26,0.95
High,1309,287,58.2 ,0.28,1.00
High,1310,288,59.2 ,0.25,0.90
High,1311,289,60.0 ,0.22,0.80
High,1312,290,60.8 ,0.21,0.75
High,1313,291,61.5 ,0.19,0.70
High,1314,292,62.2 ,0.19,0.70
High,1315,293,62.9 ,0.21,0.75
High,1316,294,63.7 ,0.21,0.75
High,1317,295,64.4 ,0.19,0.70
High,1318,296,65.1 ,0.21,0.75
High,1319,297,65.9 ,0.21,0.75
High,1320,298,66.6 ,0.17,0.60
High,1321,299,67.1 ,0.03,0.10
High,1322,300,66.8 ,-0.21,-0.75
High,1323,301,65.6 ,-0.49,-1.75
High,1324,302,63.3 ,-0.75,-2.70
High,1325,303,60.2 ,-0.99,-3.55
High,1326,304,56.2 ,-1.11,-4.00
High,1327,305,52.2 ,-1.08,-3.90
High,1328,306,48.4 ,-1.00,-3.60
High,1329,307,45.0 ,-0.94,-3.40
High,1330,308,41.6 ,-0.89,-3.20
High,1331,309,38.6 ,-0.72,-2.60
High,1332,310,36.4 ,-0.53,-1.90
High,1333,311,34.8 ,-0.31,-1.10
High,1334,312,34.2 ,-0.01,-0.05
High,1335,313,34.7 ,0.29,1.05
High,1336,314,36.3 ,0.53,1.90
High,1337,315,38.5 ,0.65,2.35
